names,lStriatum,lGloPal,lTha,lAntCerebLI_II,lAntCerebLIII,lAntCerebLIV,lAntCerebLV,lSupPostCerebLVI,lSupPostCerebCI,lSupPostCerebCII,lSupPostCerebLVIIB,lInfPostCerebLVIIIA,lInfPostCerebLVIIIB,lInfPostCerebLIX,lInfPostCerebLX,lAntCerebWM,lAmy,lHCA1,lSub,lFor,lCA4,lCA2_3,lStratum,lFimbra,lMamBody,lAlveus,rStriatum,rGloPal,rTha,rAntCerebLI_II,rAntCerebLIII,rAntCerebLIV,rAntCerebLV,rSupPostCerebLVI,rSupPostCerebCI,rSupPostCerebCII,rSupPostCerebLVIIB,rInfPostCerebLVIIIA,rInfPostCerebLVIIIB,rInfPostCerebLIX,rInfPostCerebLX,rAntCerebWM,rAmy,rHCA1,rSub,rFor,rCA4,rCA2_3,rStratum,rFimbra,rMamBody,rAlveus
G4_F_16_T1,9.1415,0.2244,3.8850,0.0488,0.6520,1.5996,3.0769,6.0344,8.7537,5.9891,3.2841,4.3805,2.5543,2.3703,0.5056,0.4556,1.3469,0.8745,0.3079,0.1032,0.7404,0.1290,0.5751,0.0499,0.0052,0.3467,9.4885,0.2307,3.9897,0.0736,0.7817,1.2767,2.9431,6.6260,8.9574,6.7077,3.5995,3.2575,2.4546,2.3899,0.4594,0.5618,1.4126,0.9193,0.3175,0.0921,0.7347,0.1625,0.5457,0.0552,0.0122,0.3117
G4_F_17_T1,6.2208,0.0588,4.0870,0.0467,0.4929,1.3012,2.5561,4.7156,6.6585,5.3671,2.9504,3.7011,2.0105,2.0978,0.3844,0.3693,0.9838,0.6305,0.2290,0.1008,0.5357,0.0962,0.4031,0.0354,0.0210,0.2693,6.5670,0.0470,4.0005,0.0848,0.5460,1.1225,2.3885,5.2545,7.4278,5.6580,3.2695,2.8836,2.0223,2.1082,0.4290,0.4393,1.0097,0.6824,0.2295,0.1018,0.5475,0.1223,0.4298,0.0424,0.0113,0.2561
G4_F_18_T1,7.8293,0.1124,4.5722,0.0575,0.5837,1.7910,3.3981,6.3069,9.0022,5.4915,2.8912,3.7220,2.3566,2.2712,0.3863,0.4264,1.2213,0.7475,0.3011,0.1293,0.6494,0.0965,0.4838,0.0401,0.0269,0.3038,8.1933,0.1645,4.3156,0.0770,0.6478,1.6631,3.3681,7.2965,9.4693,5.7673,3.1184,2.9850,2.6275,2.4594,0.4987,0.5183,1.2301,0.7827,0.2853,0.1425,0.6447,0.1263,0.4798,0.0479,0.0159,0.2832
G4_F_19_T1,7.2499,0.1722,4.1395,0.0527,0.5765,1.4177,2.7498,5.7292,8.3539,6.0613,3.2494,3.9774,2.1774,2.2685,0.3616,0.5945,1.2512,0.7420,0.2704,0.0751,0.6042,0.0786,0.4873,0.0224,0.0056,0.2462,7.3337,0.1766,4.4970,0.0956,0.6753,1.2733,2.7335,5.9570,8.7284,6.5316,3.6841,3.2163,2.1723,2.2508,0.3882,0.6479,1.1814,0.7166,0.2950,0.1291,0.6057,0.1206,0.4377,0.0341,0.0123,0.2332
G4_F_20_T1,7.1617,0.1155,4.0568,0.0423,0.5288,1.4897,2.7750,5.7410,8.3238,5.5420,2.9243,3.7372,2.3120,2.3857,0.4873,0.4320,1.2769,0.7647,0.3013,0.0794,0.6350,0.0919,0.5032,0.0411,0.0040,0.2844,7.7403,0.1831,4.2300,0.0747,0.6262,1.3381,2.7367,6.3968,8.2256,5.7279,3.1328,3.1293,2.3585,2.4223,0.4759,0.4797,1.3066,0.7536,0.3019,0.1137,0.6088,0.1258,0.5107,0.0578,0.0062,0.2698
G4_M_01_T1,7.5832,0.1443,4.3766,0.0494,0.4900,1.7000,3.3269,6.2053,8.8966,7.0592,3.8701,4.9248,3.0671,3.0182,0.5259,0.4622,1.4174,0.8437,0.2930,0.1118,0.7332,0.1363,0.5718,0.0485,0.0221,0.3869,7.9821,0.1223,4.4109,0.0795,0.5981,1.4771,3.2246,6.8471,8.8591,7.5474,4.1938,3.6264,2.8182,2.8815,0.5459,0.4854,1.4108,0.9338,0.2812,0.1129,0.7312,0.1755,0.5345,0.0571,0.0206,0.3254
G4_M_02_T1,7.3340,0.1778,4.2892,0.0510,0.6375,1.6739,3.3360,6.2836,9.1899,6.3960,3.4972,3.9600,2.1497,2.6637,0.4783,0.5937,1.4020,0.8112,0.2820,0.1046,0.7009,0.1049,0.5255,0.0415,0.0113,0.3244,7.2657,0.1936,4.4475,0.0819,0.7281,1.6196,3.4001,6.9143,10.3202,6.6395,3.5450,3.2233,2.3022,2.5133,0.5033,0.5669,1.3422,0.8946,0.3007,0.1209,0.6711,0.1411,0.5279,0.0615,0.0225,0.3171
G4_M_03_T1,7.1528,0.0974,4.4228,0.0416,0.4852,1.4055,3.3438,6.7786,10.3192,6.5740,3.3168,4.0226,2.3157,2.3836,0.4904,0.5880,1.2789,0.8392,0.3002,0.0988,0.6922,0.1301,0.5722,0.0428,0.0087,0.3357,7.7831,0.0818,4.8548,0.0680,0.5788,1.2388,3.1924,7.0044,10.8248,6.7445,3.6146,3.2562,2.2532,2.4892,0.4582,0.5838,1.2996,0.9967,0.2857,0.1063,0.7231,0.1593,0.5648,0.0627,0.0118,0.3302
G4_M_04_T1,7.9410,0.0696,4.2863,0.0452,0.5418,1.7228,3.4010,5.8351,8.4292,5.0389,2.9446,3.9594,2.4610,2.1728,0.3660,0.4760,1.3916,0.7983,0.3208,0.0925,0.7126,0.1174,0.5563,0.0606,0.0078,0.3486,8.4988,0.0937,4.7638,0.0846,0.6688,1.5891,3.5130,6.6882,8.7976,5.6983,3.4146,3.1370,2.3997,2.2632,0.4405,0.5671,1.3868,0.9065,0.3133,0.1760,0.7637,0.1728,0.5685,0.0806,0.0238,0.3470
G4_M_05_T1,7.6823,0.3133,4.6494,0.0347,0.5587,1.5307,3.1927,5.1722,8.3676,5.6815,3.0332,4.0837,2.7315,2.4235,0.3989,0.4746,1.2835,0.8004,0.2726,0.1024,0.6746,0.1224,0.5281,0.0555,0.0150,0.3450,8.1527,0.4052,4.5281,0.0510,0.6339,1.3684,2.8129,5.2850,7.9951,5.9204,3.1843,3.3418,2.5093,2.3419,0.3543,0.5892,1.2997,0.8728,0.2510,0.1298,0.6520,0.1543,0.4916,0.0633,0.0198,0.2952
G4_M_06_T1,6.7718,0.1242,3.8702,0.0551,0.4973,1.7195,3.2450,6.0748,7.4701,5.4287,3.1261,4.4158,2.3143,1.9767,0.3919,0.5754,1.1589,0.7462,0.2630,0.1235,0.6154,0.1094,0.4893,0.0524,0.0142,0.3393,6.7472,0.1381,3.7287,0.0983,0.6698,1.4989,3.3667,6.9807,7.6925,6.7421,3.7020,2.8191,1.8289,1.6837,0.4143,0.5659,1.1490,0.8470,0.2650,0.1068,0.6433,0.1467,0.4830,0.0661,0.0228,0.2792
G4_M_07_T1,7.1103,0.1501,3.8705,0.0517,0.5334,1.5162,3.4805,6.4811,8.3467,5.3779,3.2558,4.5488,2.7417,2.6499,0.5318,0.6983,1.1664,0.6861,0.2597,0.0641,0.5977,0.1165,0.4314,0.0280,0.0068,0.3077,7.3759,0.1659,4.1529,0.0767,0.6235,1.3086,3.2542,7.2162,9.2898,6.5195,3.5658,3.1569,2.4034,2.5736,0.4962,0.6508,1.1898,0.8330,0.2589,0.0748,0.6303,0.1517,0.4436,0.0380,0.0072,0.2850
G4_M_08_T1,6.8822,0.0662,3.6938,0.0653,0.5147,1.5299,3.2136,6.2647,7.6080,5.9348,3.2274,4.3079,2.4123,2.1299,0.4382,0.4539,1.1909,0.7958,0.2667,0.0809,0.6247,0.1150,0.5073,0.0301,0.0100,0.3141,7.2540,0.0933,3.7116,0.0706,0.6494,1.2458,3.0244,6.6762,8.3575,6.6466,3.6454,3.3032,2.2670,2.2122,0.4591,0.5363,1.2594,0.8730,0.2543,0.0786,0.6079,0.1449,0.4938,0.0401,0.0116,0.2944
G4_M_10_T1,7.3918,0.1111,3.9963,0.0507,0.7616,2.0498,3.7371,7.1688,11.5032,7.5082,3.8119,4.5604,2.7103,2.8566,0.5068,0.5503,1.2212,0.7811,0.3092,0.0826,0.6688,0.1125,0.5161,0.0537,0.0107,0.3083,7.6974,0.1317,3.6147,0.0917,0.7448,1.7291,3.6725,8.0345,11.1679,7.0850,4.3626,4.0711,2.7355,2.7541,0.5330,0.5567,1.1511,0.7914,0.2852,0.1258,0.6866,0.1584,0.4839,0.0436,0.0271,0.2916
G4_M_11_T1,6.6087,0.1352,3.5529,0.0474,0.5155,1.4005,2.6987,5.4931,7.3446,5.3993,2.8945,3.4668,2.2390,2.2000,0.3843,0.5256,1.2106,0.7747,0.2530,0.1450,0.6512,0.1195,0.5036,0.0880,0.0174,0.3629,6.7014,0.1324,3.7063,0.0799,0.5532,1.1417,2.4711,5.3543,7.8630,6.3753,3.0990,2.6824,2.0338,2.3890,0.4039,0.5136,1.2178,0.8100,0.2541,0.1143,0.6286,0.1496,0.4698,0.0734,0.0167,0.3032
G4_M_12_T1,7.5372,0.1630,4.3016,0.0568,0.6658,1.7350,3.5978,6.4902,9.8353,6.5081,3.7400,4.8861,2.8590,2.9066,0.4876,0.5773,1.5194,0.8647,0.3223,0.0903,0.7454,0.1289,0.5748,0.0464,0.0091,0.3751,7.6738,0.2211,4.2778,0.0727,0.7075,1.5167,3.5367,7.2510,9.7979,7.3062,4.2927,3.7800,2.7696,2.8392,0.5465,0.5796,1.5094,0.9523,0.3036,0.0838,0.7268,0.1689,0.5545,0.0723,0.0082,0.3264
G4_M_13_T1,7.7496,0.2124,5.1644,0.0409,0.6236,1.7401,3.2862,6.1581,10.7996,6.8852,3.8829,4.8411,2.9291,2.9638,0.4331,0.5626,1.4280,0.7981,0.3269,0.0863,0.6736,0.0991,0.5299,0.0784,0.0047,0.2946,8.1917,0.1882,5.3632,0.0620,0.6649,1.4895,3.1636,7.2298,11.4921,7.2429,4.2110,3.6694,2.6446,2.8097,0.4065,0.6586,1.3994,0.8831,0.3216,0.0988,0.7419,0.1580,0.5137,0.0759,0.0103,0.2818
G4_M_14_T1,8.5563,0.1615,4.8966,0.0661,0.6397,1.7000,3.3619,6.6226,9.7548,6.9778,3.9763,5.1692,2.9985,2.8806,0.4645,0.7001,1.4847,0.8951,0.3283,0.1148,0.8062,0.1332,0.6489,0.0759,0.0139,0.3492,8.8430,0.2221,5.1674,0.0736,0.7814,1.4308,3.3421,7.4867,10.0941,7.6260,4.3222,3.7120,2.5212,2.5822,0.3941,0.6943,1.4544,0.9884,0.3185,0.1226,0.8127,0.1833,0.6404,0.0755,0.0092,0.3221
G4_M_15_T1,7.1553,0.1214,4.1178,0.0426,0.5870,1.7842,3.3934,6.8006,9.9153,5.8724,3.4395,4.6390,2.4599,2.6272,0.4403,0.4318,1.2276,0.6889,0.2298,0.0921,0.5821,0.1176,0.4592,0.0488,0.0101,0.3176,7.2915,0.1158,4.0327,0.0887,0.6734,1.4582,3.3083,7.3800,9.6232,7.0585,3.8529,3.2408,2.2470,2.5185,0.4397,0.4321,1.2094,0.7957,0.2473,0.1173,0.5950,0.1521,0.4443,0.0556,0.0030,0.2707
G4_M_16_T1,7.4948,0.1725,3.6967,0.0637,0.6178,1.8567,3.8343,6.8726,9.9040,6.1774,3.4592,4.7157,2.7541,2.3989,0.5381,0.5793,1.3073,0.8248,0.3142,0.0867,0.6868,0.1077,0.5198,0.0510,0.0075,0.3369,7.7163,0.1136,3.9981,0.0959,0.7464,1.8088,3.7673,7.3145,9.4160,6.9831,3.7540,3.5785,2.4904,2.5219,0.5476,0.5818,1.2548,0.8989,0.3069,0.1115,0.7435,0.1614,0.5217,0.0478,0.0079,0.3191
G4_M_17_T1,6.8205,0.1100,1.9199,0.0530,0.6299,1.5653,3.0356,5.5435,8.5561,5.9424,3.0150,3.8215,2.4984,2.4360,0.4628,0.5141,1.0808,0.6739,0.2548,0.0751,0.5526,0.0704,0.4483,0.0538,0.0102,0.2383,7.2091,0.1032,2.0410,0.0786,0.7273,1.2835,2.7927,5.8143,8.9592,6.7755,3.1591,2.9982,2.4472,2.2971,0.5430,0.5775,1.1538,0.7632,0.2428,0.1540,0.5866,0.1382,0.4824,0.0510,0.0107,0.3093
G4_M_18_T1,8.5337,0.0783,4.5493,0.0668,0.6406,1.7455,2.9949,5.5294,7.8122,6.6264,3.6318,4.4424,2.6700,2.6499,0.4931,0.4605,1.3398,0.8296,0.2746,0.1016,0.6745,0.1263,0.5300,0.0576,0.0195,0.3407,8.7796,0.0883,4.7425,0.0752,0.7513,1.5665,3.0479,6.5652,8.7831,6.9983,3.9158,3.4402,2.5383,2.4499,0.4434,0.4685,1.3702,0.8748,0.2748,0.1001,0.6920,0.1560,0.4800,0.0590,0.0211,0.2946
G4_M_19_T1,6.7540,0.1466,3.8567,0.0539,0.6152,1.8047,3.2034,6.8401,8.9317,6.2711,3.4365,4.4401,2.5879,2.2788,0.4134,0.5208,1.2042,0.7600,0.2538,0.0623,0.6399,0.1424,0.5461,0.0566,0.0117,0.3399,6.9049,0.1787,3.6735,0.0926,0.6594,1.5547,3.2747,7.1812,9.4888,7.2351,4.0853,3.5250,2.3776,2.3238,0.4541,0.5948,1.2465,0.8701,0.2641,0.0764,0.6481,0.1724,0.5083,0.0337,0.0047,0.2843
G4_M_20_T1,8.6550,0.0946,5.1170,0.0493,0.6146,1.6452,2.9735,6.0517,9.4494,5.8921,3.2783,3.8820,2.6027,2.1689,0.4501,0.5683,1.3808,0.8659,0.3008,0.0921,0.7290,0.0999,0.5801,0.0288,0.0112,0.3165,8.4059,0.0959,5.3783,0.0853,0.6612,1.5815,3.0815,6.5831,9.5746,6.5845,3.0119,3.0241,2.6404,2.2886,0.4187,0.6311,1.3977,0.9095,0.3334,0.1355,0.7124,0.1589,0.5550,0.0663,0.0058,0.3154
G5_F_01_T1,6.0993,0.1216,2.9836,0.0466,0.4621,1.2350,2.2945,4.3267,6.2964,4.8929,2.8209,3.7627,2.4448,2.4927,0.3636,0.3908,1.0804,0.6105,0.2366,0.0822,0.5146,0.0873,0.4296,0.0337,0.0060,0.2830,7.5202,0.1547,3.7446,0.0608,0.5361,1.0824,2.2146,4.8728,6.3435,4.9803,2.9041,2.8950,2.2294,2.3515,0.4036,0.4947,1.0202,0.6989,0.2059,0.0916,0.4864,0.1043,0.3929,0.0300,0.0065,0.2137
G5_F_02_T1,6.4717,0.1555,3.6947,0.0554,0.5591,1.5229,2.8388,5.7660,10.5209,6.8210,3.6180,4.5728,2.7158,2.5020,0.4505,0.4113,1.1095,0.6907,0.2605,0.0993,0.5299,0.0731,0.4141,0.0350,0.0100,0.2383,6.8088,0.1199,3.9079,0.0837,0.6892,1.3330,2.7605,6.5014,10.1523,7.2550,3.6548,3.2334,2.3698,2.3957,0.4197,0.4929,1.0378,0.7300,0.2345,0.1570,0.5519,0.1131,0.3976,0.0280,0.0091,0.2437
G5_F_04_T1,7.2156,0.2695,4.5222,0.0416,0.4664,1.4136,2.5289,4.4089,7.1998,4.1302,2.1731,2.9465,1.8388,2.0967,0.4253,0.4875,1.1666,0.6988,0.2658,0.0967,0.5699,0.1004,0.4478,0.0471,0.0137,0.3163,7.2489,0.2530,4.3431,0.0716,0.5621,1.3227,2.7184,5.0347,7.2734,4.3488,2.2986,2.2605,1.8292,1.9574,0.4263,0.5283,1.1852,0.7599,0.2508,0.1075,0.5841,0.1425,0.4094,0.0406,0.0208,0.2908
G5_F_05_T1,7.0095,0.1215,3.8502,0.0512,0.5236,1.5398,2.8446,5.9268,7.7169,5.4509,3.2379,4.1810,2.4436,2.3859,0.4149,0.4588,1.1490,0.7277,0.2260,0.0960,0.6358,0.1197,0.4689,0.0638,0.0127,0.3262,7.2446,0.1683,3.8928,0.0792,0.5879,1.2674,2.6585,6.2350,8.0756,6.0897,3.4118,3.1310,2.3200,2.4392,0.4262,0.4872,1.2192,0.8117,0.2390,0.0923,0.6206,0.1576,0.4837,0.0640,0.0192,0.2934
G5_F_06_T1,6.2277,0.1455,3.8554,0.0343,0.4858,1.2473,2.5657,5.2377,7.8647,5.4587,3.1854,3.9723,2.4333,2.5700,0.4696,0.4566,1.0453,0.6685,0.2440,0.1260,0.5491,0.1099,0.4151,0.0442,0.0088,0.2599,6.4788,0.1305,3.8975,0.0489,0.5399,1.1161,2.6837,5.8083,8.5153,6.0524,3.4697,3.3266,2.3460,2.4106,0.4868,0.4921,1.0038,0.7015,0.2331,0.1040,0.4887,0.1168,0.3816,0.0469,0.0071,0.2401
G5_F_07_T1,6.2062,0.1219,3.1985,0.0350,0.5284,1.3739,2.6404,5.5900,7.1536,5.5072,3.0979,3.8180,2.1672,1.9694,0.4447,0.4764,1.1516,0.6906,0.2774,0.0554,0.5990,0.0936,0.4703,0.0354,0.0193,0.2612,6.3589,0.1211,3.1913,0.0648,0.6185,1.1978,2.6886,5.9379,7.1896,5.8374,3.3452,2.9874,2.0841,2.0688,0.3821,0.4679,1.1621,0.7776,0.2644,0.1657,0.6256,0.1414,0.4566,0.0416,0.0184,0.2849
G5_F_08_T1,7.0169,0.1004,2.9565,0.0423,0.4717,1.4807,2.9111,5.6270,8.6581,5.1109,2.8770,3.5394,1.9473,1.9655,0.4912,0.3890,1.1913,0.7039,0.2932,0.0598,0.6345,0.0970,0.5073,0.0337,0.0234,0.2903,7.2170,0.1013,2.8228,0.0581,0.4859,1.1869,2.8715,5.9976,8.6190,5.5189,3.1753,2.7033,1.7984,2.0111,0.4867,0.4618,1.2107,0.7404,0.2855,0.0520,0.6263,0.1249,0.4667,0.0317,0.0240,0.2747
G5_F_09_T1,6.9101,0.1735,3.9495,0.0391,0.4613,1.2784,2.5498,4.9318,6.0500,5.1466,2.8529,3.5269,2.2880,2.0690,0.4069,0.3316,1.2213,0.7527,0.2960,0.1100,0.6706,0.1143,0.4979,0.0451,0.0206,0.3089,6.8654,0.1607,3.9649,0.0624,0.5524,1.1520,2.4237,5.2667,6.2473,5.4774,3.2266,3.0083,2.1163,2.0078,0.4042,0.3476,1.1326,0.5977,0.2765,0.0993,0.5447,0.1141,0.3811,0.0396,0.0100,0.2362
G5_F_10_T1,6.7547,0.0570,2.9623,0.0560,0.5397,1.6356,2.8590,5.3737,7.7005,5.3901,2.9343,3.7702,2.2051,1.9601,0.4536,0.3293,0.9009,0.6155,0.2334,0.0435,0.5013,0.0688,0.4064,0.0585,0.0119,0.2526,6.8991,0.1134,2.6189,0.0860,0.6252,1.2941,2.7566,6.0583,8.5472,6.2900,3.2713,2.8011,2.0473,2.0979,0.4298,0.3462,1.0255,0.7787,0.2388,0.0645,0.6121,0.1366,0.4461,0.0484,0.0159,0.2732
G5_F_11_T1,7.2321,0.1572,4.1612,0.0491,0.6006,1.7121,3.2885,6.5329,8.7844,5.8766,3.5648,4.8684,3.1287,2.8134,0.5277,0.4759,1.1621,0.7171,0.2573,0.0888,0.6381,0.1140,0.4799,0.0531,0.0139,0.3287,7.6367,0.1450,4.1521,0.0762,0.7121,1.5885,3.4953,7.1292,9.0679,6.0860,3.6311,3.4795,2.6132,2.4210,0.5242,0.5624,1.1223,0.7501,0.2440,0.1154,0.6316,0.1444,0.4456,0.0497,0.0153,0.2590
G5_F_12_T1,6.8464,0.1392,3.4777,0.0337,0.4325,1.4836,2.7276,4.8994,7.4267,4.6705,2.6565,3.4466,2.1492,1.8661,0.4238,0.3550,1.1463,0.7645,0.2465,0.1309,0.6368,0.1157,0.4653,0.0515,0.0183,0.3049,7.0316,0.2107,3.6045,0.0709,0.4631,1.2477,2.5850,5.3454,7.3927,5.1003,3.0566,2.6749,1.9535,2.0333,0.4172,0.3821,1.1430,0.8751,0.2318,0.1194,0.6434,0.1544,0.4824,0.0603,0.0143,0.2826
G5_F_13_T1,6.3996,0.1785,3.9115,0.0456,0.4953,1.3048,2.4244,4.3417,6.2591,4.3581,2.9064,3.9123,2.2572,1.8046,0.3189,0.3418,1.1151,0.6894,0.2389,0.1138,0.5812,0.1196,0.4609,0.0429,0.0194,0.2949,6.5163,0.1685,3.9034,0.0672,0.5191,1.0339,2.3603,4.8498,5.6866,4.9946,3.1807,2.8457,2.0800,1.8681,0.3277,0.3830,1.1208,0.7767,0.2425,0.1238,0.5707,0.1292,0.4413,0.0531,0.0204,0.2872
G5_F_14_T1,7.0805,0.1691,4.2262,0.0452,0.4976,1.3531,2.9404,6.4957,7.9401,4.9822,3.3085,4.5379,2.7898,2.5501,0.4978,0.4073,1.1070,0.7755,0.2739,0.0756,0.6721,0.1204,0.4939,0.0348,0.0219,0.2807,7.1727,0.1363,4.4152,0.0642,0.5048,1.1388,2.6888,6.6639,7.5574,5.6359,3.4606,3.3158,2.5942,2.4492,0.4232,0.4661,1.1565,0.8565,0.2747,0.0936,0.6761,0.1505,0.4897,0.0661,0.0233,0.2878
G5_F_15_T1,6.3573,0.1447,3.7286,0.0367,0.5195,1.3330,2.4914,5.3753,8.5541,5.4448,3.1361,3.9851,2.3101,2.1983,0.4303,0.3656,1.0649,0.6465,0.2222,0.0895,0.5755,0.0945,0.4463,0.0544,0.0160,0.3043,6.5474,0.1463,3.6844,0.0545,0.5592,1.1576,2.3852,5.8479,8.8256,5.7781,3.5100,3.1450,2.1998,2.0701,0.4230,0.4289,1.0772,0.7196,0.2208,0.1517,0.5598,0.1254,0.4272,0.0563,0.0108,0.2744
G5_F_17_T1,6.3244,0.0852,3.9355,0.0333,0.4168,1.2429,2.6444,5.2232,7.0154,5.1801,2.9349,3.9008,2.2893,1.9643,0.3773,0.3425,1.1042,0.6879,0.2640,0.0660,0.5983,0.1125,0.4691,0.0472,0.0105,0.2817,6.3665,0.0790,3.9155,0.0542,0.5325,1.2023,2.4965,5.4748,6.8774,5.7002,3.2494,2.8890,2.1120,1.8966,0.4236,0.4253,1.0874,0.7501,0.2549,0.0647,0.6127,0.1322,0.4331,0.0460,0.0066,0.2534
G5_F_18_T1,7.6105,0.3443,4.2740,0.0451,0.5790,1.5313,3.1148,5.8601,9.0863,7.0775,3.6354,4.2107,2.5728,2.6154,0.4489,0.5272,1.1547,0.7283,0.2340,0.0993,0.6236,0.1117,0.4609,0.0626,0.0103,0.3230,7.6481,0.3498,4.4225,0.0926,0.6560,1.4086,3.0465,6.4970,9.4061,7.4613,3.7459,3.3809,2.6701,2.7980,0.4917,0.6259,1.1523,0.8209,0.2691,0.1179,0.6142,0.1351,0.4758,0.0576,0.0076,0.2895
G5_F_19_T1,6.9209,0.0915,4.0203,0.0444,0.4467,1.2852,2.6528,5.1352,7.8286,4.9297,2.9207,3.3938,1.9764,1.9290,0.3849,0.3628,1.1466,0.7110,0.2570,0.0757,0.5917,0.0971,0.4386,0.0393,0.0065,0.3014,6.9081,0.0723,4.1822,0.0608,0.5932,1.1392,2.6329,5.3446,7.0825,5.2116,3.0442,2.9319,1.9804,2.0833,0.3516,0.4667,1.0911,0.7670,0.2508,0.0929,0.5609,0.1401,0.4136,0.0492,0.0092,0.2565
G5_F_20_T1,6.6439,0.0815,4.0790,0.0423,0.5328,1.6053,2.8094,5.0625,7.3815,6.1707,3.4759,4.2432,2.2470,2.0135,0.4422,0.3860,1.1455,0.7304,0.2289,0.0921,0.6279,0.1148,0.4723,0.0538,0.0081,0.3222,6.5854,0.0860,4.1419,0.0709,0.5835,1.4552,2.7940,5.8793,8.0167,6.5043,3.6643,3.2788,2.1451,1.7837,0.4334,0.4186,1.1198,0.7778,0.2229,0.1251,0.6174,0.1441,0.4416,0.0584,0.0164,0.2762
G5_M_02_T1,7.5125,0.1472,3.4251,0.0308,0.4254,1.2211,2.7902,5.3848,8.3391,5.0873,2.7160,3.5658,2.2547,2.2890,0.4069,0.5030,1.2105,0.7190,0.2378,0.1170,0.5785,0.1046,0.4501,0.0425,0.0189,0.2904,7.7630,0.1396,3.7344,0.0454,0.4876,1.1121,2.6861,5.8904,8.3850,5.3583,2.8412,2.6399,2.1070,2.1858,0.4136,0.4311,1.2685,0.7787,0.2411,0.1024,0.5509,0.1255,0.4505,0.0489,0.0198,0.2733
G5_M_04_T1,8.3471,0.1682,3.4656,0.0553,0.5382,1.5088,2.9672,5.5178,7.9143,5.8708,3.3927,4.2383,2.5189,2.1715,0.5326,0.4237,1.1924,0.6909,0.2635,0.0888,0.5904,0.1119,0.4777,0.0682,0.0084,0.3317,7.8382,0.1809,3.5446,0.0737,0.6409,1.2945,2.7256,5.9663,8.1769,6.9569,3.5338,3.0875,2.4206,2.2220,0.5492,0.4370,1.2493,0.7898,0.2485,0.1276,0.6466,0.1577,0.4777,0.0520,0.0035,0.3189
G5_M_06_T1,8.2233,0.2055,3.3020,0.0588,0.5974,1.5064,3.4139,6.4788,7.9253,6.3903,3.8035,4.8430,2.7854,2.3138,0.4792,0.4613,1.2025,0.7560,0.2933,0.1393,0.6320,0.1137,0.5187,0.0361,0.0129,0.2769,7.9788,0.1694,4.0684,0.0805,0.6315,1.3050,3.4574,7.2282,7.2844,7.1387,3.7284,3.7121,2.7338,2.3686,0.4406,0.5170,1.1586,0.8455,0.2698,0.1352,0.6674,0.1366,0.4917,0.0399,0.0076,0.2506
G5_M_07_T1,6.6021,0.0913,3.9729,0.0478,0.5120,1.3768,2.8932,5.4907,8.1491,5.7907,3.3512,4.1002,2.3144,2.2595,0.3868,0.3967,1.2464,0.7304,0.2235,0.1031,0.5891,0.1155,0.4775,0.0643,0.0269,0.3034,6.8525,0.1302,4.0238,0.0853,0.5748,1.2224,2.5346,6.1541,8.2151,6.2676,3.4570,3.0823,2.1783,2.2197,0.3519,0.4970,1.2549,0.8168,0.2406,0.1072,0.6038,0.1445,0.4369,0.0638,0.0279,0.2814
G5_M_09_T1,6.3872,0.5495,4.6684,0.0460,0.5681,1.3984,2.5856,5.2865,8.6773,4.4926,2.4425,3.3440,2.2887,2.0966,0.3864,0.4087,1.0741,0.7871,0.2487,0.0889,0.6207,0.1095,0.4763,0.0424,0.0194,0.3172,7.3085,0.6378,4.7703,0.0841,0.6641,1.2072,2.5087,5.5443,8.7407,4.6696,2.6781,2.6824,2.2928,2.1659,0.3890,0.4381,1.1318,0.9021,0.2532,0.1113,0.6319,0.1388,0.5076,0.0720,0.0229,0.2819
G5_M_13_T1,7.1515,0.2928,3.9409,0.0510,0.5794,1.4363,2.7833,5.2501,8.3649,4.9640,2.8574,3.8472,2.2844,2.2658,0.4294,0.5321,1.1797,0.6824,0.2748,0.1008,0.6110,0.1113,0.4552,0.0515,0.0104,0.3210,7.3251,0.2911,4.1037,0.0827,0.5318,1.2609,2.8194,6.1240,8.6634,5.6056,3.2366,2.9783,2.1419,2.1779,0.4550,0.5431,1.1865,0.8181,0.2548,0.0954,0.6285,0.1588,0.4573,0.0563,0.0093,0.2853
G5_M_14_T1,8.0821,0.2765,4.1514,0.0413,0.5335,1.5355,2.9295,5.4947,8.3359,5.7686,2.9801,3.9824,2.5649,2.5366,0.5275,0.4459,1.3914,0.7750,0.3039,0.0897,0.6467,0.0954,0.5097,0.0372,0.0057,0.3236,8.0223,0.3159,4.3601,0.0963,0.5957,1.3332,2.9825,5.7423,8.1524,5.6192,3.3396,3.1978,2.4696,2.5656,0.5110,0.4844,1.3061,0.7990,0.2942,0.1197,0.6534,0.1257,0.4829,0.0374,0.0187,0.2907
G5_M_15_T1,7.4982,0.1578,3.8480,0.0471,0.5120,1.4773,3.2319,5.8213,8.9697,8.1236,3.7215,4.1725,2.4771,2.6890,0.4374,0.5848,1.2742,0.8419,0.2870,0.1325,0.6970,0.1061,0.5433,0.0413,0.0063,0.3321,7.7463,0.1894,3.5322,0.0803,0.5768,1.3307,3.1985,6.5580,10.1324,8.3017,4.0518,3.4389,2.4715,2.2654,0.4437,0.5776,1.2860,0.8595,0.2992,0.1088,0.6545,0.1324,0.5031,0.0452,0.0038,0.3113
