names,lStriatum,lGloPal,lTha,lAntCerebLI_II,lAntCerebLIII,lAntCerebLIV,lAntCerebLV,lSupPostCerebLVI,lSupPostCerebCI,lSupPostCerebCII,lSupPostCerebLVIIB,lInfPostCerebLVIIIA,lInfPostCerebLVIIIB,lInfPostCerebLIX,lInfPostCerebLX,lAntCerebWM,lAmy,lHCA1,lSub,lFor,lCA4,lCA2_3,lStratum,lFimbra,lMamBody,lAlveus,rStriatum,rGloPal,rTha,rAntCerebLI_II,rAntCerebLIII,rAntCerebLIV,rAntCerebLV,rSupPostCerebLVI,rSupPostCerebCI,rSupPostCerebCII,rSupPostCerebLVIIB,rInfPostCerebLVIIIA,rInfPostCerebLVIIIB,rInfPostCerebLIX,rInfPostCerebLX,rAntCerebWM,rAmy,rHCA1,rSub,rFor,rCA4,rCA2_3,rStratum,rFimbra,rMamBody,rAlveus
G4_F_16_T1,1.2126,1.5336,1.9844,0.0332,0.2873,0.6002,0.8172,1.5606,2.4415,1.2963,0.8152,0.9825,0.9697,1.0597,0.0728,8.1617,0.0118,0.0772,0.0351,0.3301,0.0079,0.0049,0.0061,0.0592,0.0281,0.0286,1.2403,1.4223,1.8309,0.0574,0.2473,0.5260,0.8688,1.4858,2.7064,1.4261,0.6039,0.8435,0.8818,0.8878,0.1112,8.0487,0.0102,0.0906,0.0235,0.3426,0,0.0065,0.0073,0.0488,0.0222,0.0549
G4_F_17_T1,1.0838,1.2092,1.2774,0.0055,0.1466,0.4506,0.7378,1.1172,1.7524,1.0557,0.5018,0.6756,0.6062,0.5957,0.0713,6.2152,0.0045,0.0455,0.0310,0.2477,0.0017,0.0057,0.0008,0.0481,0.0146,0.0190,1.0517,1.1230,1.2694,0.0096,0.2125,0.3229,0.7104,1.1774,1.8282,0.9682,0.5250,0.5601,0.6648,0.6732,0.0761,6.3287,0.0087,0.0469,0.0185,0.2517,0.0016,0.0102,0,0.0352,0.0196,0.0172
G4_F_18_T1,0.9738,1.2996,1.5116,0.0075,0.1888,0.4975,0.4602,0.8618,1.9949,0.9603,0.6515,0.7240,0.6851,0.5460,0.0510,6.5378,0.0112,0.0788,0.0239,0.2563,0.0023,0.0102,0.0095,0.0632,0.0113,0.0332,0.9796,1.1425,1.5385,0.0093,0.2799,0.3502,0.5798,0.9812,1.9593,1.1263,0.6148,0.6425,0.7830,0.6040,0.0434,6.6974,0.0070,0.0838,0.0167,0.2648,0.0029,0.0117,0.0016,0.0411,0.0182,0.0150
G4_F_19_T1,1.0053,1.2252,1.4128,0.0116,0.2476,0.6745,0.9544,1.9109,2.5386,1.6879,0.9084,0.9048,0.8172,0.9908,0.1112,6.9357,0.0052,0.0830,0.0582,0.2268,0.0072,0.0217,0.0034,0.0722,0.0238,0.0416,1.0434,1.1102,1.2404,0.0191,0.3089,0.5913,0.9727,1.6906,2.7102,1.8830,0.7933,0.8963,0.8291,1.0033,0.1150,7.0929,0.0063,0.1057,0.0329,0.2312,0.0070,0.0190,0.0048,0.0499,0.0205,0.0262
G4_F_20_T1,0.8986,1.2692,1.5016,0.0117,0.2647,0.5091,0.7757,1.4808,2.0307,1.5761,0.7420,0.7293,0.6694,0.6451,0.0697,6.3803,0.0086,0.1076,0.0411,0.3027,0.0029,0.0157,0.0093,0.0387,0.0292,0.0268,0.8542,1.0878,1.4028,0.0179,0.2561,0.3251,0.7053,1.6995,2.3690,1.4340,0.6157,0.6678,0.8330,0.7263,0.0944,6.4569,0.0203,0.1207,0.0267,0.2780,0.0009,0.0139,0.0009,0.0163,0.0285,0.0505
G4_M_01_T1,1.4706,1.5868,1.6623,0.0182,0.3524,0.6823,1.2998,1.7276,2.3891,1.6496,0.7782,1.0775,1.0502,1.1522,0.1072,8.7996,0.0221,0.0742,0.0595,0.3376,0.0086,0.0097,0.0039,0.0630,0.0189,0.0373,1.4707,1.4637,1.6151,0.0291,0.3889,0.5241,1.1057,1.7086,2.3713,1.8918,0.7427,1.0073,1.3921,1.3972,0.1230,8.9924,0.0214,0.0801,0.0408,0.3239,0.0032,0.0095,0.0032,0.0414,0.0247,0.0400
G4_M_02_T1,1.1235,1.3283,1.7471,0.0263,0.3087,0.7623,1.0296,1.8108,2.4616,1.1112,0.6961,1.1028,1.0258,0.9278,0.1516,7.8229,0.0096,0.0831,0.0513,0.3540,0.0033,0.0231,0.0010,0.0595,0.0195,0.0530,1.3100,1.2054,1.7397,0.0294,0.3664,0.6520,1.1824,1.6746,2.8119,0.9610,0.7146,0.9996,1.2508,1.0351,0.1799,8.2716,0.0106,0.0572,0.0363,0.3762,0.0004,0.0209,0.0011,0.0382,0.0223,0.0242
G4_M_03_T1,1.6224,1.5636,2.1596,0.0233,0.3311,0.7482,1.0088,2.0069,3.2081,1.7644,1.0939,1.3775,0.9724,0.9697,0.1084,7.9233,0.0494,0.1112,0.0578,0.3928,0.0169,0.0156,0.0071,0.0714,0.0263,0.0729,1.5335,1.3862,1.9623,0.0308,0.3920,0.6318,1.1926,2.1881,3.8533,2.0380,0.8902,1.0882,1.1855,1.0024,0.1897,8.1030,0.0391,0.0921,0.0483,0.3910,0.0127,0.0253,0.0074,0.0448,0.0249,0.0430
G4_M_04_T1,0.9282,1.4354,1.6683,0.0172,0.2229,0.5800,0.7967,1.6023,1.8152,1.0802,0.7257,1.1526,1.0826,1.0475,0.0943,7.2631,0.0181,0.1329,0.0322,0.3429,0.0098,0.0129,0.0084,0.0370,0.0198,0.0197,0.9310,1.3203,1.4769,0.0181,0.2815,0.4869,0.8082,1.6448,2.0401,1.0308,0.5377,0.7595,0.9476,0.9539,0.0912,7.3386,0.0192,0.1205,0.0347,0.2749,0.0016,0.0028,0.0030,0.0140,0.0224,0.0166
G4_M_05_T1,1.2685,1.3442,1.8569,0.0214,0.1804,0.6378,0.8973,1.7882,2.5553,1.7619,0.9144,1.2728,1.1438,1.2653,0.1343,7.3258,0.0235,0.0891,0.0684,0.3623,0.0100,0.0106,0.0106,0.0462,0.0198,0.0458,1.2670,1.1294,1.8151,0.0274,0.2617,0.5354,1.0224,1.8315,3.3554,2.1956,1.0096,1.2745,1.4038,1.2918,0.1744,7.6625,0.0090,0.0786,0.0546,0.3360,0.0184,0.0127,0.0170,0.0373,0.0211,0.0543
G4_M_06_T1,1.1337,1.2148,1.4378,0.0089,0.2963,0.5035,0.9397,1.7196,2.1090,1.6876,0.7268,1.1774,0.8228,0.8855,0.0697,6.6320,0.0059,0.0392,0.0410,0.2932,0.0057,0.0046,0.0046,0.0391,0.0244,0.0166,1.2843,1.1389,1.4437,0.0221,0.2783,0.4181,0.7736,1.5482,1.8701,1.6205,0.7780,0.9733,0.5971,0.9124,0.0964,6.6446,0.0034,0.0433,0.0313,0.2482,0.0065,0.0063,0.0017,0.0233,0.0206,0.0220
G4_M_07_T1,1.1529,1.3303,1.9207,0.0164,0.2201,0.6186,0.8455,2.0145,2.5385,1.3558,0.6803,1.2962,0.8092,1.1334,0.1126,6.7572,0.0216,0.1221,0.0424,0.3336,0.0105,0.0057,0.0170,0.0687,0.0230,0.0595,1.1364,1.1783,1.7506,0.0221,0.2721,0.4793,0.8512,2.1127,2.5779,1.2168,0.7636,0.9853,1.0655,1.1648,0.1684,7.1572,0.0239,0.0762,0.0293,0.3450,0.0015,0.0054,0.0059,0.0530,0.0242,0.0442
G4_M_08_T1,1.0044,1.3318,1.5735,0.0089,0.2284,0.4783,0.7107,1.1887,1.7939,1.2692,0.5766,1.0420,0.8958,0.9058,0.0828,6.5721,0.0288,0.0891,0.0565,0.3167,0.0085,0.0177,0.0119,0.0583,0.0239,0.0492,0.9881,1.1967,1.5833,0.0191,0.2526,0.3887,0.7715,1.2807,1.9109,1.4865,0.4902,0.8672,0.8126,0.9321,0.0683,6.8726,0.0134,0.0758,0.0367,0.3034,0.0106,0.0161,0.0049,0.0469,0.0297,0.0242
G4_M_10_T1,1.3438,1.4269,2.0277,0.0134,0.2036,0.6094,0.7882,1.5140,2.7438,1.5265,1.0018,1.0427,0.8838,0.9794,0.0783,8.7911,0.0103,0.0922,0.0218,0.2349,0.0127,0.0115,0.0014,0.0492,0.0281,0.0310,1.3078,1.2854,2.1356,0.0265,0.3602,0.4854,0.9938,1.4597,2.6827,1.5359,0.5021,1.2355,1.0076,1.0202,0.0822,9.0720,0.0158,0.1113,0.0162,0.2486,0.0066,0.0076,0.0009,0.0384,0.0148,0.0125
G4_M_11_T1,1.0151,1.3078,1.6231,0.0017,0.2140,0.6768,0.9780,1.3193,2.4556,1.4129,0.7789,1.2187,1.0518,1.2584,0.1173,7.0005,0.0221,0.0709,0.0514,0.2383,0.0177,0.0025,0.0100,0.0111,0.0165,0.0321,1.1381,1.1946,1.5225,0.0102,0.3211,0.5532,0.8614,1.4549,2.7375,1.7052,0.9228,1.1147,1.3154,1.5660,0.1291,7.2577,0.0169,0.0742,0.0379,0.2557,0.0076,0.0034,0.0052,0.0163,0.0150,0.0187
G4_M_12_T1,1.2536,1.3949,1.8874,0.0182,0.2012,0.7448,1.1661,2.0184,2.8962,1.4126,0.8406,1.3329,1.1180,1.2893,0.1307,8.2160,0.0180,0.1128,0.0520,0.3666,0.0059,0.0040,0.0146,0.0663,0.0294,0.0463,1.3367,1.2337,1.7768,0.0194,0.3613,0.6466,1.2610,2.1573,2.9772,1.7221,0.9115,1.2579,1.1121,1.4393,0.1619,8.6314,0.0215,0.0992,0.0522,0.3129,0.0169,0.0204,0.0121,0.0265,0.0242,0.0492
G4_M_13_T1,1.5296,1.4828,1.7442,0.0254,0.2491,0.7420,0.9873,1.8984,2.8105,1.8229,0.8939,1.3685,1.0636,1.0430,0.1511,8.0531,0.0275,0.1501,0.0321,0.3947,0.0169,0.0094,0.0409,0.0293,0.0288,0.0426,1.5260,1.3992,1.7467,0.0350,0.3169,0.5871,0.9474,1.7137,2.6820,1.8052,0.9910,1.2506,1.3766,1.1794,0.1654,8.1531,0.0279,0.1604,0.0336,0.4064,0.0081,0.0096,0.0166,0.0284,0.0269,0.0493
G4_M_14_T1,1.1547,1.5293,1.9394,0.0123,0.3029,0.8655,0.9581,1.9706,3.3130,2.1115,1.0162,1.4313,1.2391,1.2349,0.0937,8.3052,0.0412,0.1470,0.0648,0.3490,0.0094,0.0082,0.0121,0.0411,0.0251,0.0749,1.2862,1.3272,1.8612,0.0367,0.3843,0.7540,0.9801,2.1727,3.9704,2.4515,0.8992,1.6821,1.1493,1.2902,0.1318,8.7465,0.0348,0.1317,0.0736,0.3093,0.0021,0.0081,0.0089,0.0352,0.0274,0.0838
G4_M_15_T1,0.8001,1.2866,1.5769,0.0133,0.2086,0.4814,0.6663,1.3362,2.2506,1.3021,0.7383,1.1313,0.7598,0.9771,0.1004,7.8741,0.0043,0.0833,0.0546,0.3156,0.0097,0.0044,0.0026,0.0616,0.0261,0.0165,0.8872,1.1792,1.5543,0.0142,0.2244,0.4635,0.5963,1.6200,2.8122,1.5323,0.8054,0.8548,0.6054,0.9214,0.1047,8.0783,0.0051,0.0492,0.0307,0.3001,0.0145,0.0089,0.0018,0.0222,0.0310,0.0080
G4_M_16_T1,1.2432,1.5025,2.1834,0.0037,0.2629,0.8178,1.2129,2.0033,2.9150,1.6614,1.0155,1.3455,1.0374,0.9593,0.0971,8.4305,0.0101,0.1034,0.0662,0.2977,0.0379,0.0095,0.0223,0.0590,0.0356,0.0423,1.1780,1.3624,2.1100,0.0128,0.4123,0.6001,1.0956,2.3485,3.0177,2.1747,1.0758,0.9039,1.1110,0.9967,0.0758,8.7434,0.0059,0.1040,0.0321,0.3824,0.0045,0.0206,0.0025,0.0512,0.0285,0.0337
G4_M_17_T1,1.3843,1.5730,2.5580,0.0316,0.2227,0.5943,1.0119,1.4660,2.0005,1.4521,0.9060,1.3986,1.0544,1.1367,0.1345,7.6140,0.0464,0.0782,0.0499,0.1793,0.0191,0.0276,0.0174,0.0290,0.0222,0.0288,1.3960,1.4358,2.5498,0.0416,0.2459,0.4696,0.8567,1.6918,2.1080,1.4463,0.9212,1.1814,1.2191,1.2973,0.1456,7.7350,0.0450,0.1006,0.0574,0.2498,0.0117,0.0133,0.0073,0.0300,0.0209,0.0203
G4_M_18_T1,1.3652,1.5707,1.6924,0.0070,0.1841,0.6556,0.8084,1.3268,1.9337,1.5566,0.6154,0.9126,0.9369,0.8410,0.0963,8.0347,0.0177,0.0587,0.0574,0.3340,0.0155,0.0067,0.0128,0.0511,0.0187,0.0414,1.4663,1.4497,1.5635,0.0231,0.2474,0.5606,0.8819,1.3256,1.9181,1.8494,0.4565,0.7599,0.9815,0.9044,0.1038,8.3919,0.0046,0.0460,0.0472,0.3326,0.0127,0.0080,0.0126,0.0290,0.0174,0.0324
G4_M_19_T1,1.3739,1.3794,1.7770,0.0049,0.1911,0.4717,0.8035,1.6293,2.1061,1.3815,0.9126,1.2992,0.9021,0.7722,0.0673,7.6899,0.0292,0.1206,0.0662,0.2626,0.0040,0.0016,0.0125,0.0624,0.0277,0.0370,1.3837,1.2693,1.7641,0.0162,0.2520,0.4959,0.9052,1.5177,2.4618,1.5767,1.0105,0.7134,0.7351,0.8216,0.0875,7.7315,0.0168,0.0717,0.0499,0.2491,0.0028,0.0072,0.0041,0.0543,0.0283,0.0431
G4_M_20_T1,1.5194,1.6920,1.8644,0.0108,0.2584,0.8209,1.1478,1.6574,3.2528,1.8090,1.1638,2.0538,1.3341,1.2223,0.1238,7.7969,0.0635,0.1428,0.0997,0.2959,0.0229,0.0275,0.0115,0.0871,0.0254,0.0613,1.6828,1.5205,1.7485,0.0265,0.3277,0.6070,1.2349,2.0530,3.0435,2.4718,1.6779,1.5369,1.0063,1.0619,0.1309,7.9267,0.0615,0.1494,0.0484,0.3665,0.0073,0.0293,0.0180,0.0418,0.0285,0.0565
G5_F_01_T1,0.6889,1.1144,1.4566,0.0130,0.2014,0.4649,0.6797,1.2364,1.6257,1.2254,0.6111,0.5922,0.4602,0.7591,0.0861,6.0826,0.0050,0.0715,0.0344,0.2709,0.0107,0.0127,0.0078,0.0461,0.0259,0.0200,0.5561,1.0173,1.3561,0.0124,0.2161,0.3987,0.6266,1.2401,1.7849,1.3582,0.5285,0.5572,0.6013,0.7741,0.0926,6.0282,0.0139,0.0499,0.0311,0.2647,0.0086,0.0106,0.0037,0.0381,0.0185,0.0396
G5_F_02_T1,0.7670,1.1835,1.5485,0.0127,0.2043,0.4725,0.8324,1.6568,3.0687,1.6403,0.9172,1.1506,0.8637,1.0150,0.1092,7.7287,0.0093,0.0666,0.0413,0.2145,0.0035,0.0184,0.0028,0.0301,0.0245,0.0516,0.7761,1.1031,1.4749,0.0220,0.2282,0.4636,0.6418,1.4205,3.2192,1.8403,0.9666,1.1892,0.8635,0.9197,0.0936,7.5751,0.0037,0.0407,0.0275,0.2699,0.0017,0.0142,0.0012,0.0421,0.0239,0.0323
G5_F_04_T1,1.0011,1.2345,1.4226,0.0104,0.2210,0.4967,0.7391,1.1140,2.0312,1.3685,0.7789,0.8522,0.7505,0.9251,0.0675,5.8859,0.0256,0.0756,0.0581,0.3088,0.0029,0.0056,0.0044,0.0367,0.0223,0.0123,1.2545,1.1980,1.4228,0.0125,0.2638,0.4191,0.5994,1.0999,2.2694,1.2306,0.9446,1.0545,0.9390,1.0098,0.1165,6.0462,0.0060,0.0746,0.0409,0.3326,0.0026,0.0151,0.0170,0.0381,0.0152,0.0113
G5_F_05_T1,0.6665,1.1975,1.3136,0.0051,0.1779,0.4991,0.6395,1.1047,1.6936,1.0599,0.3379,0.4860,0.5197,0.5706,0.0606,6.1058,0.0102,0.0579,0.0502,0.2734,0.0154,0.0033,0.0086,0.0268,0.0194,0.0159,0.7162,1.0497,1.3119,0.0101,0.2293,0.4432,0.6328,1.1046,1.8594,1.1711,0.3577,0.5378,0.5903,0.5727,0.0600,6.2984,0.0060,0.0429,0.0380,0.3124,0.0090,0.0024,0.0004,0.0231,0.0165,0.0128
G5_F_06_T1,0.8580,1.1015,1.2095,0.0127,0.1587,0.4794,0.6958,1.1361,2.0734,1.2557,0.5213,0.6417,0.6347,0.7213,0.0483,5.6049,0.0033,0.0566,0.0220,0.1936,0.0019,0.0027,0,0.0283,0.0230,0.0049,0.9065,1.0185,1.1925,0.0219,0.2044,0.3834,0.6656,1.2155,2.3267,1.1435,0.4408,0.5176,0.5707,0.7211,0.0555,5.7547,0.0016,0.0399,0.0119,0.1420,0.0081,0.0032,0.0015,0.0228,0.0223,0.0066
G5_F_07_T1,0.9360,1.1411,1.4948,0.0191,0.2337,0.4572,0.6851,1.2024,1.7880,0.9106,0.3516,0.5836,0.5270,0.6199,0.0756,6.3165,0.0064,0.0648,0.0352,0.1433,0.0026,0.0246,0.0073,0.0506,0.0157,0.0419,0.9397,1.0219,1.6159,0.0297,0.2687,0.3997,0.6984,1.1814,1.9141,1.0469,0.4470,0.6127,0.5125,0.6578,0.1019,6.3769,0.0075,0.0693,0.0266,0.2432,0.0027,0.0176,0.0019,0.0441,0.0212,0.0248
G5_F_08_T1,1.3859,1.4316,2.1643,0.0165,0.2520,0.6459,0.9518,1.5235,2.4442,1.2488,0.7279,1.0797,0.8936,0.6850,0.0885,7.4427,0.0083,0.1254,0.0189,0.2015,0.0070,0.0177,0.0051,0.0527,0.0151,0.0331,1.5789,1.3037,2.2035,0.0305,0.3258,0.4923,0.9705,1.5700,2.4448,1.2092,0.5874,0.8923,0.8921,0.6905,0.1023,7.4112,0.0040,0.0929,0.0336,0.1893,0.0082,0.0195,0.0044,0.0428,0.0166,0.0231
G5_F_09_T1,0.8396,1.2925,1.4010,0.0101,0.2035,0.3858,0.6022,0.9043,1.1633,1.1458,0.5736,0.6123,0.5577,0.6095,0.0948,6.1426,0.0133,0.0746,0.0220,0.2564,0.0071,0.0067,0.0051,0.0491,0.0163,0.0480,0.9121,1.1713,1.2265,0.0231,0.1716,0.3071,0.4888,0.9697,1.3543,1.3689,0.4051,0.5812,0.5118,0.6867,0.0815,6.3388,0.0081,0.1701,0.0215,0.2091,0.0450,0.0122,0.0204,0.0350,0.0221,0.0403
G5_F_10_T1,1.0764,1.2870,1.7367,0.0080,0.2057,0.4578,0.7211,0.9426,1.6522,1.2311,0.6291,0.9299,0.5842,0.6522,0.0641,6.9945,0.0190,0.0528,0.0316,0.1086,0.0221,0.0071,0.0019,0.0177,0.0175,0.0054,1.1690,1.2186,2.0246,0.0166,0.2193,0.3540,0.6177,1.1298,1.7875,1.4148,0.6089,0.7433,0.5945,0.7366,0.1124,7.3485,0.0215,0.0588,0.0392,0.1604,0.0023,0.0144,0.0023,0.0272,0.0171,0.0271
G5_F_11_T1,0.8918,1.2098,1.2963,0.0157,0.2420,0.6929,0.9749,1.9746,1.9984,1.0339,0.4200,0.6005,0.6173,0.9657,0.0809,7.3906,0.0127,0.0864,0.0357,0.3155,0.0046,0.0040,0.0021,0.0415,0.0206,0.0293,0.9013,1.1700,1.3272,0.0260,0.3124,0.5408,1.1135,1.7152,2.5298,1.2921,0.5297,0.5590,0.6483,1.0223,0.0650,7.2822,0.0054,0.0692,0.0450,0.3161,0.0115,0.0076,0.0024,0.0227,0.0241,0.0291
G5_F_12_T1,1.2141,1.3438,1.6194,0.0062,0.2386,0.5381,0.7945,1.2668,1.8414,0.9998,0.6247,0.8730,0.7808,0.7690,0.0554,6.4627,0.0042,0.0461,0.0531,0.2512,0.0064,0.0045,0.0010,0.0505,0.0214,0.0368,1.1869,1.1753,1.5530,0.0182,0.2861,0.4822,0.8146,1.3843,1.8845,1.1578,0.7046,0.7669,0.6497,0.6695,0.0837,6.6839,0.0084,0.0349,0.0475,0.2865,0.0034,0.0066,0.0022,0.0327,0.0182,0.0315
G5_F_13_T1,0.7466,1.0535,1.1805,0.0021,0.1582,0.4602,0.5455,0.8912,1.4164,0.9016,0.4649,0.7431,0.5852,0.4482,0.0806,5.6942,0.0047,0.0581,0.0321,0.2506,0.0027,0.0014,0.0007,0.0441,0.0072,0.0108,0.8238,0.9441,1.1405,0.0036,0.2009,0.3597,0.5637,0.8137,1.4976,1.1470,0.4964,0.5572,0.6863,0.4715,0.0758,5.7226,0.0054,0.0318,0.0255,0.2255,0.0004,0.0028,0.0004,0.0216,0.0097,0.0087
G5_F_14_T1,0.9183,1.1991,1.3261,0.0129,0.1524,0.4292,0.6890,1.8102,1.9430,1.1268,0.4532,0.7290,0.6969,0.9413,0.0916,7.1376,0.0256,0.0662,0.0541,0.3349,0.0053,0.0066,0.0103,0.0610,0.0128,0.0599,0.9244,1.1091,1.2028,0.0201,0.2480,0.3929,0.8315,1.7192,2.3480,1.5950,0.5426,0.7650,0.7360,0.9762,0.1039,7.0755,0.0260,0.0574,0.0363,0.2832,0.0072,0.0105,0.0067,0.0144,0.0156,0.0394
G5_F_15_T1,0.8162,1.1564,1.1930,0.0211,0.1721,0.4798,0.6839,1.2958,2.0511,0.9265,0.4116,0.5734,0.5551,0.9868,0.0794,6.6835,0.0078,0.1018,0.0552,0.2113,0.0146,0.0035,0.0037,0.0253,0.0141,0.0220,0.8324,1.0777,1.2313,0.0348,0.2066,0.3339,0.6611,1.3431,2.1014,0.8663,0.3382,0.5207,0.5258,0.9093,0.0793,6.6668,0.0095,0.0515,0.0412,0.1895,0.0122,0.0076,0.0008,0.0177,0.0150,0.0093
G5_F_17_T1,0.8783,1.1431,1.1379,0.0171,0.2410,0.5982,0.8386,1.5215,1.7829,1.1944,0.5795,0.6874,0.6558,0.6527,0.0962,6.4017,0.0277,0.0810,0.0349,0.3173,0.0030,0.0013,0.0019,0.0491,0.0226,0.0412,0.8847,1.0611,1.1048,0.0253,0.2539,0.4643,0.9568,1.4083,2.0234,1.2834,0.5387,0.5219,0.7072,0.7463,0.1143,6.4275,0.0168,0.0360,0.0248,0.3157,0.0006,0.0018,0.0030,0.0348,0.0209,0.0249
G5_F_18_T1,0.7845,0.9802,1.2458,0.0135,0.2060,0.6734,0.8541,1.5552,2.2867,1.2032,0.6307,1.1483,0.6805,1.0231,0.1439,7.4131,0.0205,0.0687,0.0510,0.2715,0.0034,0.0030,0.0027,0.0342,0.0216,0.0226,0.8103,0.8728,1.1712,0.0125,0.2450,0.5209,0.8140,1.6248,2.7776,1.2393,0.5522,0.9101,0.8484,0.9671,0.1330,7.6546,0.0070,0.0457,0.0223,0.2702,0.0019,0.0064,0.0025,0.0328,0.0222,0.0151
G5_F_19_T1,0.8495,1.1715,1.2997,0.0149,0.1969,0.4988,0.8838,1.6746,2.0187,1.1229,0.6183,0.8237,0.7399,0.6785,0.0791,6.4524,0.0087,0.0801,0.0407,0.2810,0.0032,0.0012,0.0007,0.0469,0.0249,0.0228,1.0313,1.1517,1.1941,0.0216,0.2571,0.4656,0.8459,1.5774,2.2488,1.3529,0.7194,0.7230,0.8008,0.6807,0.0822,6.5147,0.0163,0.0642,0.0189,0.2959,0.0012,0.0087,0.0030,0.0231,0.0228,0.0284
G5_F_20_T1,0.8612,1.2225,1.2169,0.0096,0.1985,0.5283,0.7187,1.1382,1.7715,1.2851,0.5443,0.6404,0.6733,0.7658,0.0707,6.7283,0.0096,0.0490,0.0437,0.2335,0.0019,0.0012,0.0031,0.0342,0.0187,0.0174,0.9989,1.0890,1.0956,0.0180,0.2478,0.3823,0.7413,1.3661,2.0634,1.4531,0.6753,0.6223,0.6764,0.8871,0.0624,7.0151,0.0041,0.0443,0.0495,0.2242,0.0012,0.0009,0.0025,0.0216,0.0199,0.0092
G5_M_02_T1,1.2146,1.3828,2.1600,0.0268,0.2323,0.5603,0.8674,1.7783,2.1108,1.2056,0.6911,0.9082,0.8873,0.8625,0.1051,7.1054,0.0144,0.0760,0.0622,0.3086,0.0248,0.0204,0.0099,0.0458,0.0210,0.0333,1.3075,1.2774,1.8868,0.0426,0.3269,0.4708,0.7661,1.8144,2.6270,1.6264,0.7534,0.9141,1.1391,1.0701,0.1013,7.5613,0.0127,0.0620,0.0389,0.3296,0.0123,0.0175,0.0027,0.0324,0.0195,0.0281
G5_M_04_T1,0.8992,1.4218,1.8170,0.0084,0.2362,0.6116,0.8424,1.2677,1.6363,1.5628,0.9210,1.1352,0.9288,0.6554,0.0803,7.0812,0.0024,0.0816,0.0505,0.2834,0.0131,0.0021,0.0014,0.0314,0.0243,0.0066,1.1717,1.2941,1.8175,0.0261,0.2745,0.5008,0.7707,1.2997,1.7217,1.7744,0.7317,0.9443,1.0896,0.6827,0.1190,7.1663,0.0038,0.0814,0.0445,0.2479,0.0068,0.0079,0.0023,0.0413,0.0069,0.0145
G5_M_06_T1,1.2974,1.6421,2.6060,0.0164,0.2084,0.5825,0.8524,1.4315,1.7196,1.2321,0.7361,0.9815,1.0257,0.8213,0.0685,8.4052,0.0544,0.1677,0.0741,0.3617,0.0023,0.0213,0.0075,0.0725,0.0293,0.0697,1.6162,1.4636,2.2700,0.0274,0.2902,0.4835,0.9903,1.4946,1.9084,1.4732,0.7037,1.0874,1.1230,0.9282,0.0947,8.6576,0.0360,0.1219,0.0642,0.3630,0.0067,0.0219,0.0043,0.0432,0.0322,0.0505
G5_M_07_T1,1.1851,1.2967,1.5914,0.0126,0.2181,0.5781,0.6794,1.2377,2.0026,1.2550,0.5400,1.0028,0.6485,0.9820,0.0840,7.0422,0.0111,0.0907,0.0705,0.3107,0.0246,0.0095,0.0022,0.0155,0.0110,0.0229,1.1576,1.1348,1.4265,0.0133,0.2499,0.4084,0.7221,1.5203,2.5971,1.7155,0.6574,0.8836,0.7582,0.9904,0.1007,7.0695,0.0101,0.0804,0.0524,0.3331,0.0173,0.0100,0.0029,0.0210,0.0152,0.0171
G5_M_09_T1,1.6706,1.1537,1.7167,0.0180,0.2328,0.4349,0.6003,1.1105,2.1711,0.9392,0.5793,0.7515,0.5886,0.8462,0.0600,6.5618,0.0130,0.0553,0.0431,0.3123,0.0133,0.0115,0.0022,0.0468,0.0179,0.0180,1.5011,0.9559,1.6427,0.0238,0.2277,0.3366,0.6144,1.1128,2.3642,0.9603,0.5562,0.6361,0.7510,0.8537,0.0916,6.8043,0.0066,0.0665,0.0570,0.3486,0.0334,0.0202,0.0044,0.0227,0.0187,0.0238
G5_M_13_T1,0.7650,1.0781,1.3492,0.0071,0.1266,0.5349,0.6709,1.2009,2.0517,0.8915,0.5397,0.6225,0.5630,0.6812,0.0834,5.9369,0.0124,0.0757,0.0250,0.2829,0.0211,0.0047,0.0033,0.0290,0.0238,0.0074,0.8377,0.9949,1.3020,0.0174,0.2256,0.3985,0.7545,1.3518,2.6021,0.9758,0.4388,0.6602,0.6970,0.8147,0.0495,6.3743,0.0110,0.0521,0.0232,0.3011,0.0048,0.0052,0.0012,0.0315,0.0238,0.0141
G5_M_14_T1,0.9752,1.2985,1.7311,0.0089,0.2291,0.4577,0.7905,1.1201,2.0794,1.0974,0.6436,0.6622,0.7135,0.6842,0.0883,7.1270,0.0073,0.0716,0.0451,0.3290,0.0185,0.0226,0.0030,0.0552,0.0245,0.0313,1.2399,1.1101,1.5013,0.0140,0.2922,0.4395,0.7598,1.2733,2.3299,1.1679,0.5348,0.5457,0.6520,0.6877,0.0885,7.1972,0.0107,0.0808,0.0468,0.2837,0.0075,0.0290,0.0037,0.0456,0.0228,0.0157
G5_M_15_T1,1.5291,1.4722,2.1400,0.0137,0.2612,0.6598,1.2121,1.6323,2.7721,2.3141,1.0328,1.1737,0.7949,1.4166,0.1142,7.8171,0.0142,0.0646,0.0680,0.3865,0.0197,0.0289,0.0036,0.0727,0.0355,0.0349,1.6341,1.3476,2.2639,0.0119,0.3440,0.5476,1.0926,1.5168,3.0183,2.0799,0.8321,1.1178,0.8638,1.5639,0.1287,8.2536,0.0107,0.0622,0.0371,0.2571,0.0224,0.0312,0.0062,0.0478,0.0400,0.0206
